sentence,ID,clean sentence
A 22-year-old from Liverpool was arrested in the city on suspicion of murder on Saturday and he remains in custody.,3NI0WFPPI9HX7P2N17TQI3PTXVG06P,A 22-year-old from Liverpool was arrested in the city on suspicion of murder on Saturday and he remains in custody.
"Joel Elliott, also 22, of North Road, Brighton, was charged on May 3 with murder.",3NI0WFPPI9HX7P2N17TQI3PTXVG06P,"Joel Elliott, also 22, of North Road, Brighton, was charged on May 3 with murder."
He appeared at Lewes Crown Court on May 8 but did not enter a plea.,3NI0WFPPI9HX7P2N17TQI3PTXVG06P,He appeared at Lewes Crown Court on May 8 but did not enter a plea.
Elliott was remanded in custody and will next appear at the same court for a plea and case management hearing on July 6.,3NI0WFPPI9HX7P2N17TQI3PTXVG06P,Elliott was remanded in custody and will next appear at the same court for a plea and case management hearing on July 6.
"It appeared they had been shot, Goodyear said.",3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,"It appeared they had been shot, Goodyear said."
"The mother of the children came out of the residence next door, called for the children to return home, at which time they left and went back to the house.",3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,"The mother of the children came out of the residence next door, called for the children to return home, at which time they left and went back to the house."
The neighbor then heard gunshots and called 911.,3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,The neighbor then heard gunshots and called 911.
"Another neighbor told deputies that Thomas sent a text message in the middle of the night saying she wanted to be cremated with her children, Goodyear said.",3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,"Another neighbor told deputies that Thomas sent a text message in the middle of the night saying she wanted to be cremated with her children, Goodyear said."
"The shooting happened in Port St. John, about 15 miles west of Cape Canaveral in an area known as the ""Space Coast"" because it is the home of NASA's Kennedy Space Center, the location of numerous famed shuttle launches.",3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,"The shooting happened in Port St. John, about 15 miles west of Cape Canaveral in an area known as the ""Space Coast"" because it is the home of NASA's Kennedy Space Center, the location of numerous famed shuttle launches."
"A Florida mother who fatally shot her four children before killing herself Tuesday called three of the kids who had sought help from a neighbor back to the house before firing the fatal shots, authorities said.",3T8DUCXY0N7L5H1CXGKCMOI0K7L9TL,"A Florida mother who fatally shot her four children before killing herself Tuesday called three of the kids who had sought help from a neighbor back to the house before firing the fatal shots, authorities said."
"If confirmed, the attack would be one of the deadliest suffered by security forces in the 14-month-long uprising against President Bashar al-Assad.",33J5JKFMK6ZMYZK4Z3P7Q64RZV9Q3D,"If confirmed, the attack would be one of the deadliest suffered by security forces in the 14-month-long uprising against President Bashar al-Assad."
"It comes after government forces launched a fresh assault on Rastan at the weekend, despite a UN-backed nominal ceasefire that was supposed to come into effect just over a month ago.",33J5JKFMK6ZMYZK4Z3P7Q64RZV9Q3D,"It comes after government forces launched a fresh assault on Rastan at the weekend, despite a UN-backed nominal ceasefire that was supposed to come into effect just over a month ago."
"Meanwhile, the EU has imposed another round of sanctions on Syria - the 15th so far - in an effort to increase pressure on the government.",33J5JKFMK6ZMYZK4Z3P7Q64RZV9Q3D,"Meanwhile, the EU has imposed another round of sanctions on Syria - the 15th so far - in an effort to increase pressure on the government."
"The Observatory said Rastan, which lies 180km (120 miles) north of Damascus, was subjected to sustained shelling overnight, leaving dozens of people injured.",33J5JKFMK6ZMYZK4Z3P7Q64RZV9Q3D,"The Observatory said Rastan, which lies 180km (120 miles) north of Damascus, was subjected to sustained shelling overnight, leaving dozens of people injured."
"The city, currently an opposition stronghold, has been fiercely contested during the Syrian uprising and control of the town has changed several times.",33J5JKFMK6ZMYZK4Z3P7Q64RZV9Q3D,"The city, currently an opposition stronghold, has been fiercely contested during the Syrian uprising and control of the town has changed several times."
"Thomas's husband, the father of all of the children, moved out of the house a few months ago, he added.",3U18MJKL1UNP823VC48RFFDG1A2NCF,"Thomas's husband, the father of all of the children, moved out of the house a few months ago, he added."
It's hard to take in.,3U18MJKL1UNP823VC48RFFDG1A2NCF,It's hard to take in.
"This is a pretty peaceful place, normally,"" he said.",3U18MJKL1UNP823VC48RFFDG1A2NCF,"This is a pretty peaceful place, normally,"" he said."
Tuesday's incident was the second deadly shooting in Port St. John in the past week.,3U18MJKL1UNP823VC48RFFDG1A2NCF,Tuesday's incident was the second deadly shooting in Port St. John in the past week.
"Brevard County was the scene of six homicides in 2011, Goodyear said.",3U18MJKL1UNP823VC48RFFDG1A2NCF,"Brevard County was the scene of six homicides in 2011, Goodyear said."
Police said three of the four children ran to their next-door neighbour's house before their mother - identified as 33-year-old Tanya Thomas - called them back home and killed them.,3U18MJKL1UNP823VC48RFFDG1A2NCF,Police said three of the four children ran to their next-door neighbour's house before their mother - identified as 33-year-old Tanya Thomas - called them back home and killed them.
"Brevard County Sheriff's Lt Tod Goodyear said the neighbour called 911 after being awoken by gunshots coming from a home in Port St John, east of Orlando, at 4.50am local time.",3U18MJKL1UNP823VC48RFFDG1A2NCF,"Brevard County Sheriff's Lt Tod Goodyear said the neighbour called 911 after being awoken by gunshots coming from a home in Port St John, east of Orlando, at 4.50am local time."
"Two ""Chinese maritime surveillance ships"" then sailed to the shoal on Tuesday, the statement said.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"Two ""Chinese maritime surveillance ships"" then sailed to the shoal on Tuesday, the statement said."
"The ships placed themselves between the Gregorio del Pilar and the fishing vessels, ""thus preventing the arrest of the erring Chinese fishermen"", the statement said.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"The ships placed themselves between the Gregorio del Pilar and the fishing vessels, ""thus preventing the arrest of the erring Chinese fishermen"", the statement said."
"The situation has remained unchanged as of this morning, it added.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"The situation has remained unchanged as of this morning, it added."
"Del Rosario had contacted Ma to emphasise that the area was ""an integral part of Philippine territory"" and invite him for talks aimed at finding a diplomatic solution, according to the statement.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"Del Rosario had contacted Ma to emphasise that the area was ""an integral part of Philippine territory"" and invite him for talks aimed at finding a diplomatic solution, according to the statement."
"Zhang Hua, a spokesman for China's embassy in Manila, told AFP on Wednesday he had no comment on the latest standoff.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"Zhang Hua, a spokesman for China's embassy in Manila, told AFP on Wednesday he had no comment on the latest standoff."
"The incident is the latest flare-up in tensions between the two countries over competing territorial claims to parts of the South China Sea, which is believed to sit atop vast oil and gas deposits.",3NQUW096N69XM4T7O7IL0X8JQUZ9LI,"The incident is the latest flare-up in tensions between the two countries over competing territorial claims to parts of the South China Sea, which is believed to sit atop vast oil and gas deposits."
"This situation has remained unchanged as of Wednesday morning, the DFA said.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"This situation has remained unchanged as of Wednesday morning, the DFA said."
"PHL soldiers harassed Chinese fishermen In a statement on Wednesday, the Chinese Embassy said the two Chinese Marine Surveillance ships were sent in the area to safeguard China's maritime rights and interests after Philippine soldiers harassed the Chinese fishermen.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"PHL soldiers harassed Chinese fishermen In a statement on Wednesday, the Chinese Embassy said the two Chinese Marine Surveillance ships were sent in the area to safeguard China's maritime rights and interests after Philippine soldiers harassed the Chinese fishermen."
"Also, the statement claims that the Huangyan Island (Panatag Shoal, its Philippine name) is an integral part of Chinese territory.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"Also, the statement claims that the Huangyan Island (Panatag Shoal, its Philippine name) is an integral part of Chinese territory."
"Moreover, it said that the Chinese fishermen were moving into the island when a Philippine Naval gunboat blocked the entrance of the Huangyan Island lagnoon, triggering the standoff.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"Moreover, it said that the Chinese fishermen were moving into the island when a Philippine Naval gunboat blocked the entrance of the Huangyan Island lagnoon, triggering the standoff."
"A Florida mom went on a murderous rampage, killing her four children early today before turning the gun on herself.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"A Florida mom went on a murderous rampage, killing her four children early today before turning the gun on herself."
"The murders happened around 4:30 a.m. in Port St. John, Fla.",33P2GD6NRNTFH4T81JUCYETSK72KHG,"The murders happened around 4:30 a.m. in Port St. John, Fla."
"Prime Minister Mariano Rajoy's government took the sweeping action just two    days after it nationalised the fourth-biggest bank, Bankia, to salvage a    balance sheet dripping in red ink.",3NRZ1LDP7W72JGQIKX5RU2JW9UMPZI,"Prime Minister Mariano Rajoy's government took the sweeping action just two    days after it nationalised the fourth-biggest bank, Bankia, to salvage a    balance sheet dripping in red ink."
